time,Azimuth:,Pitch:,Roll:
6.096,-112.407,-65.829,-91.091
6.111,-109.242,-65.829,-91.091
6.166,-110.601,-65.552,-91.091
6.237,-111.056,-65.444,-90.541
6.242,-111.107,-65.444,-90.541
6.306,-114.952,-64.645,-91.591
6.308,-113.224,-64.645,-91.591
6.377,-110.526,-65.222,-93.240
6.442,-111.118,-65.222,-93.240
6.445,-109.820,-65.436,-91.621
6.510,-106.083,-65.436,-91.621
6.516,-105.130,-65.555,-90.546
6.586,-108.456,-64.847,-90.000
6.642,-107.601,-64.847,-90.000
6.659,-103.607,-65.758,-91.102
6.709,-105.402,-65.758,-91.102
6.726,-106.627,-65.547,-91.637
6.796,-105.016,-65.762,-90.000
6.842,-106.646,-65.762,-90.000
6.866,-108.683,-65.350,-89.459
6.909,-113.402,-65.350,-89.459
6.939,-107.783,-66.473,-90.567
7.006,-112.482,-65.552,-91.091
7.043,-114.861,-65.552,-91.091
7.076,-117.206,-65.050,-90.535
7.109,-116.856,-65.050,-90.535
7.146,-116.793,-65.048,-91.071
7.216,-117.396,-64.941,-90.531
7.243,-119.025,-64.941,-90.531
7.287,-120.184,-64.618,-92.083
7.312,-120.695,-64.618,-92.083
7.357,-118.728,-65.014,-92.651
7.427,-114.757,-65.830,-92.752
7.445,-115.821,-65.830,-92.752
7.497,-117.668,-65.464,-92.203
7.510,-116.784,-65.464,-92.203
7.566,-120.344,-64.846,-89.470
7.637,-122.025,-64.543,-88.949
7.642,-124.713,-64.543,-88.949
7.706,-120.762,-65.351,-90.000
7.708,-117.077,-65.351,-90.000
7.776,-116.553,-65.461,-90.546
7.844,-115.593,-65.461,-90.546
7.847,-114.695,-65.649,-90.000
7.910,-118.205,-65.649,-90.000
7.922,-119.550,-65.384,-89.449
7.987,-120.895,-65.066,-90.000
8.044,-121.798,-65.066,-90.000
8.063,-119.267,-65.556,-90.000
8.111,-115.310,-65.556,-90.000
8.127,-112.895,-65.968,-90.556
8.196,-118.092,-65.051,-90.000
8.244,-117.426,-65.051,-90.000
8.266,-114.583,-65.552,-91.091
8.311,-113.928,-65.552,-91.091
8.339,-105.731,-66.952,-89.409
8.407,-48.967,-74.263,-83.853
8.444,-46.220,-74.263,-83.853
8.477,1.131,-86.260,-66.801
8.511,0.742,-86.260,-66.801
8.546,33.686,-87.663,-36.870
8.617,78.446,-88.013,6.340
8.642,82.158,-88.013,6.340
8.686,116.957,-87.802,41.186
8.712,134.091,-87.802,41.186
8.756,137.614,-87.781,45.000
8.827,129.385,-88.103,36.870
8.845,166.032,-88.103,36.870
8.897,172.716,-88.944,45.000
8.910,-139.627,-88.944,45.000
8.967,-135.417,-88.509,50.194
9.037,-140.779,-88.245,45.000
9.042,-125.203,-88.245,45.000
9.155,-145.949,-87.822,23.962
9.155,-142.802,-87.822,23.962
9.177,-145.334,-86.346,21.801
9.243,-143.909,-86.346,21.801
9.245,-146.261,-85.722,19.440
9.310,-146.437,-85.722,19.440
9.315,-129.179,-87.542,36.870
9.386,-124.807,-87.432,41.186
9.443,-123.428,-87.432,41.186
9.457,-119.516,-87.334,45.000
9.510,-121.449,-87.334,45.000
9.525,-133.187,-87.571,33.690
9.596,-127.932,-87.334,38.660
9.643,-128.420,-87.334,38.660
9.666,-128.543,-87.480,38.660
9.710,-127.835,-87.480,38.660
9.744,-108.824,-88.211,57.995
9.807,-133.850,-88.623,33.690
9.843,-132.213,-88.623,33.690
9.876,-136.105,-88.440,29.745
9.910,-134.166,-88.440,29.745
9.946,-137.110,-87.713,26.565
10.016,-125.553,-87.499,37.875
10.044,-126.950,-87.499,37.875
10.087,-126.929,-87.399,37.875
10.112,-128.013,-87.399,37.875
10.156,-126.164,-86.292,39.806
10.226,-140.887,-86.005,25.017
10.244,-143.278,-86.005,25.017
10.296,-139.431,-87.036,28.610
10.311,-146.281,-87.036,28.610
10.366,-139.455,-86.848,36.027
10.437,-137.100,-87.508,37.875
10.444,-153.448,-87.508,37.875
10.506,-153.272,-87.676,37.875
10.511,-161.138,-87.676,37.875
10.576,-163.751,-87.639,34.992
10.645,-160.837,-87.639,34.992
10.646,-164.340,-87.767,30.964
10.710,-155.557,-87.767,30.964
10.716,-154.425,-87.478,32.471
10.786,-145.853,-87.606,41.634
10.845,-131.870,-87.606,41.634
10.859,-132.144,-87.786,41.186
10.911,-126.632,-87.786,41.186
10.926,-132.103,-88.090,35.538
10.996,-135.675,-87.848,32.005
11.045,-135.003,-87.848,32.005
11.066,-122.032,-87.608,45.000
11.112,-120.269,-87.608,45.000
11.137,-132.692,-86.797,32.471
11.206,-134.903,-86.673,30.256
11.245,-134.059,-86.673,30.256
11.276,-131.919,-86.941,32.471
11.312,-133.488,-86.941,32.471
11.346,-123.760,-87.038,41.987
11.417,-132.796,-87.756,33.690
11.445,-135.426,-87.756,33.690
11.487,-120.072,-87.922,48.814
11.512,-119.777,-87.922,48.814
11.556,-112.177,-87.942,56.310
11.626,-104.870,-87.844,63.435
11.644,-102.733,-87.844,63.435
11.696,-121.125,-87.504,45.000
11.715,-119.140,-87.504,45.000
11.766,-125.484,-87.343,38.660
11.837,-135.647,-87.209,28.610
11.844,-136.002,-87.209,28.610
11.906,-126.702,-87.389,37.875
11.911,-127.731,-87.389,37.875
11.977,-127.739,-87.269,37.875
12.045,-129.155,-87.269,37.875
12.046,-125.842,-87.399,41.186
12.112,-133.351,-87.399,41.186
12.115,-133.238,-87.516,41.186
12.190,-137.221,-87.682,36.870
12.245,-149.936,-87.682,36.870
12.260,-142.179,-87.869,45.000
12.312,-150.973,-87.869,45.000
12.326,-160.392,-87.513,34.992
12.396,-161.814,-87.192,33.690
12.446,-159.983,-87.192,33.690
12.466,-160.802,-87.520,32.471
12.513,-153.366,-87.520,32.471
12.537,-144.684,-87.686,41.634
12.606,-137.699,-87.879,48.814
12.644,-125.445,-87.879,48.814
12.676,-122.480,-87.582,52.125
12.712,-116.250,-87.582,52.125
12.746,-123.474,-87.086,45.000
12.817,-126.516,-86.870,41.987
12.846,-124.630,-86.870,41.987
12.887,-118.605,-86.709,48.013
12.913,-117.343,-86.709,48.013
12.956,-123.873,-87.029,41.634
13.026,-128.849,-87.634,36.870
13.046,-129.263,-87.634,36.870
13.096,-129.742,-86.886,36.027
13.113,-130.843,-86.886,36.027
13.171,-122.155,-87.555,45.000
13.237,-115.016,-87.693,52.125
13.246,-116.436,-87.693,52.125
13.306,-115.793,-88.065,53.130
13.314,-114.831,-88.065,53.130
13.376,-129.151,-87.564,38.660
13.447,-127.728,-88.234,40.601
13.448,-125.439,-88.234,40.601
13.515,-123.677,-88.234,40.601
13.516,-123.641,-88.160,40.601
13.586,-127.793,-87.148,36.027
13.645,-128.012,-87.148,36.027
13.659,-126.214,-87.430,37.875
13.712,-126.240,-87.430,37.875
13.726,-119.116,-87.714,45.000
13.796,-126.250,-87.234,37.875
13.847,-127.506,-87.234,37.875
13.868,-123.676,-86.737,41.987
13.913,-128.221,-86.737,41.987
13.937,-134.515,-87.171,34.992
14.013,-128.168,-87.594,41.186
14.046,-139.537,-87.594,41.186
14.076,-144.890,-87.127,36.027
14.115,-151.292,-87.127,36.027
14.146,-145.722,-87.297,41.987
14.217,-151.621,-87.647,34.992
14.247,-149.528,-87.647,34.992
14.286,-153.088,-87.759,30.964
14.315,-146.862,-87.759,30.964
14.356,-150.916,-87.830,26.565
14.426,-140.477,-87.668,37.875
14.449,-130.541,-87.668,37.875
14.497,-139.757,-87.313,28.610
14.515,-135.933,-87.313,28.610
14.566,-128.763,-86.898,36.027
14.637,-135.418,-87.574,29.055
14.645,-133.778,-87.574,29.055
14.706,-140.205,-86.807,22.620
14.712,-140.444,-86.807,22.620
14.776,-122.530,-87.772,40.601
14.847,-121.336,-87.175,41.634
14.847,-121.452,-87.175,41.634
14.914,-123.997,-87.175,41.634
14.916,-124.061,-87.264,41.634
14.987,-123.609,-87.137,41.987
15.048,-126.678,-87.137,41.987
15.061,-116.050,-87.997,53.130
15.114,-114.889,-87.997,53.130
15.126,-114.962,-88.078,53.130
15.197,-118.875,-88.222,49.399
15.248,-117.265,-88.222,49.399
15.268,-124.743,-87.647,41.634
15.315,-123.423,-87.647,41.634
15.336,-131.210,-87.030,33.690
15.407,-134.165,-87.471,30.964
15.448,-134.498,-87.471,30.964
15.476,-138.926,-87.460,26.565
15.516,-138.804,-87.460,26.565
15.546,-142.757,-86.963,22.620
15.617,-138.812,-87.311,26.565
15.647,-139.114,-87.311,26.565
15.686,-136.589,-87.544,29.055
15.714,-139.229,-87.544,29.055
15.756,-139.169,-87.623,29.055
15.826,-133.755,-87.249,34.992
15.848,-140.029,-87.249,34.992
15.896,-141.895,-88.013,32.005
15.915,-149.285,-88.013,32.005
15.966,-144.209,-87.725,37.875
16.037,-149.115,-88.156,32.005
16.048,-147.254,-88.156,32.005
16.106,-148.766,-87.713,30.964
16.116,-142.451,-87.713,30.964
16.176,-138.798,-87.598,34.992
16.247,-138.343,-87.179,36.027
16.248,-130.433,-87.179,36.027
16.316,-126.360,-87.179,36.027
16.316,-123.760,-87.180,38.660
16.386,-131.314,-87.318,30.964
16.450,-130.620,-87.318,30.964
16.456,-129.111,-86.916,32.471
16.516,-128.666,-86.916,32.471
16.525,-130.833,-86.631,30.256
16.597,-126.161,-87.064,34.992
16.647,-125.693,-87.064,34.992
16.668,-125.775,-87.227,34.992
16.715,-126.902,-87.227,34.992
16.736,-139.566,-87.104,22.620
16.807,-123.227,-87.334,38.660
16.848,-125.687,-87.334,38.660
16.876,-138.196,-87.351,26.565
16.916,-137.763,-87.351,26.565
16.946,-137.809,-87.414,26.565
17.017,-123.210,-87.936,41.186
17.051,-120.343,-87.936,41.186
17.086,-126.399,-87.590,34.992
17.118,-124.968,-87.590,34.992
17.156,-126.370,-87.772,33.690
17.226,-114.668,-87.229,45.000
17.252,-114.923,-87.229,45.000
17.296,-111.180,-87.555,48.814
17.409,-111.208,-87.555,48.814
17.410,-118.035,-86.805,41.987
17.450,-125.017,-87.052,34.992
17.450,-127.731,-87.052,34.992
17.505,-149.651,-87.818,12.529
17.522,-152.583,-87.818,12.529
17.576,-132.339,-87.542,33.690
17.646,-121.094,-87.819,45.000
17.649,-128.339,-87.819,45.000
17.715,-133.163,-87.819,45.000
17.715,-132.983,-87.931,45.000
17.786,-139.961,-87.741,37.875
17.848,-140.541,-87.741,37.875
17.855,-137.156,-87.936,41.186
17.915,-131.445,-87.936,41.186
17.925,-127.985,-87.796,45.000
17.995,-136.402,-88.295,35.538
18.048,-128.090,-88.295,35.538
18.066,-130.338,-87.739,33.690
18.115,-127.713,-87.739,33.690
18.136,-112.764,-87.631,48.814
18.205,-124.598,-87.643,36.870
18.248,-123.717,-87.643,36.870
18.276,-131.527,-87.502,29.055
18.315,-131.150,-87.502,29.055
18.346,-125.030,-87.027,34.992
18.416,-115.236,-87.983,45.000
18.451,-115.826,-87.983,45.000
18.485,-122.726,-87.420,37.875
18.517,-124.430,-87.420,37.875
18.556,-117.238,-87.508,45.000
18.626,-130.442,-86.823,31.608
18.648,-131.924,-86.823,31.608
18.695,-129.034,-87.581,34.992
18.714,-128.850,-87.581,34.992
18.766,-128.876,-88.324,35.538
18.837,-130.422,-87.886,33.690
18.848,-129.687,-87.886,33.690
18.907,-114.573,-87.597,48.366
18.915,-113.778,-87.597,48.366
18.976,-131.358,-87.545,30.964
19.047,-133.729,-86.725,28.301
19.049,-133.294,-86.725,28.301
19.116,-126.756,-86.337,34.695
19.116,-128.495,-86.337,34.695
19.187,-114.828,-87.128,48.366
19.249,-116.944,-87.128,48.366
19.255,-127.231,-87.269,37.875
19.316,-132.326,-87.269,37.875
19.325,-122.252,-87.186,48.366
19.397,-135.102,-87.270,34.992
19.450,-143.435,-87.270,34.992
19.466,-133.692,-87.555,45.000
19.517,-137.959,-87.555,45.000
19.541,-134.003,-87.818,48.814
19.606,-141.070,-87.915,41.186
19.649,-138.888,-87.915,41.186
19.676,-152.729,-87.830,26.565
19.716,-145.202,-87.830,26.565
19.746,-131.113,-87.929,41.186
19.816,-134.540,-87.709,37.875
19.852,-128.472,-87.709,37.875
19.886,-121.133,-88.180,45.000
19.919,-116.377,-88.180,45.000
19.956,-123.687,-87.430,37.875
20.028,-129.404,-87.749,32.005
20.057,-127.363,-87.749,32.005
20.103,-123.834,-87.930,35.538
20.123,-124.527,-87.930,35.538
20.165,-127.324,-86.824,32.471
20.185,-118.158,-87.079,41.634
20.206,-123.705,-86.715,36.027
20.225,-124.858,-87.112,34.992
20.246,-128.097,-86.449,31.608
20.252,-126.850,-86.449,31.608
20.270,-119.989,-87.056,38.660
20.288,-128.423,-86.832,30.256
20.306,-120.996,-87.450,37.875
20.323,-122.090,-87.450,37.875
20.325,-127.071,-88.435,33.690
20.346,-115.662,-88.483,45.000
20.366,-114.725,-87.311,45.000
20.389,-125.054,-87.477,34.992
20.405,-118.336,-87.546,41.634
20.425,-117.742,-87.249,41.987
20.445,-114.846,-87.461,45.000
20.452,-116.669,-87.461,45.000
20.466,-105.584,-87.857,56.310
20.486,-121.835,-88.185,40.601
20.506,-98.816,-88.252,63.435
20.518,-98.859,-88.252,63.435
20.525,-92.923,-88.341,69.444
20.545,-109.057,-88.065,53.130
20.566,-117.311,-88.085,45.000
20.587,-121.068,-87.950,41.186
20.606,-113.311,-87.943,48.814
20.626,-125.555,-88.052,36.870
20.646,-127.067,-87.565,34.992
20.651,-124.298,-87.565,34.992
20.669,-126.727,-87.362,32.471
20.686,-125.798,-87.803,33.690
20.707,-117.513,-87.537,41.634
20.719,-116.597,-87.537,41.634
20.725,-120.451,-87.634,37.875
20.816,-122.008,-87.040,36.027
20.850,-123.006,-87.040,36.027
20.885,-120.359,-87.056,38.660
20.917,-120.562,-87.056,38.660
20.956,-124.220,-87.124,34.992
21.026,-125.513,-87.409,33.690
21.050,-128.203,-87.409,33.690
21.096,-113.227,-87.485,48.814
21.116,-119.374,-87.485,48.814
21.167,-133.008,-87.216,34.992
21.236,-132.917,-87.332,34.992
21.257,-138.552,-87.332,34.992
21.306,-136.107,-87.910,36.870
21.323,-141.865,-87.910,36.870
21.376,-141.772,-87.983,36.870
21.447,-152.037,-87.369,26.565
21.459,-153.104,-87.369,26.565
21.516,-150.222,-87.981,29.055
21.517,-144.864,-87.981,29.055
21.586,-140.576,-87.834,33.690
21.649,-134.668,-87.834,33.690
21.655,-134.731,-87.739,33.690
21.717,-130.081,-87.739,33.690
21.726,-135.230,-87.251,28.610
21.796,-135.268,-87.096,28.610
21.850,-133.632,-87.096,28.610
21.872,-133.631,-87.036,28.610
21.917,-132.256,-87.036,28.610
21.941,-128.300,-86.824,32.471
22.007,-134.265,-86.800,26.565
22.051,-134.504,-86.800,26.565
22.076,-130.282,-87.371,30.964
22.117,-132.141,-87.371,30.964
22.146,-121.251,-87.408,41.634
22.217,-118.225,-87.931,45.000
22.251,-119.456,-87.931,45.000
22.286,-124.133,-88.160,40.601
22.317,-124.018,-88.160,40.601
22.356,-114.558,-88.468,50.194
22.426,-129.286,-88.301,35.538
22.451,-125.380,-88.301,35.538
22.496,-122.614,-87.717,37.875
22.517,-122.565,-87.717,37.875
22.567,-107.286,-87.917,53.130
22.637,-136.705,-87.822,23.962
22.658,-135.995,-87.822,23.962
22.706,-130.830,-87.623,29.055
22.723,-131.357,-87.623,29.055
22.777,-128.406,-87.786,32.005
22.847,-131.360,-87.533,29.055
22.849,-132.488,-87.533,29.055
22.917,-124.732,-87.643,36.870
22.917,-127.362,-87.643,36.870
22.986,-122.927,-86.980,41.987
23.050,-129.487,-86.980,41.987
23.056,-126.735,-86.899,45.000
23.117,-128.098,-86.899,45.000
23.125,-137.498,-87.756,33.690
23.201,-125.879,-88.318,45.000
23.251,-126.994,-88.318,45.000
23.272,-111.971,-88.429,60.255
23.318,-105.613,-88.429,60.255
23.338,-130.019,-88.277,35.538
23.406,-144.511,-88.264,20.556
23.451,-139.536,-88.264,20.556
23.476,-131.501,-87.800,29.055
23.518,-128.594,-87.800,29.055
23.548,-124.064,-87.562,33.690
23.617,-120.891,-87.634,36.870
23.651,-120.042,-87.634,36.870
23.686,-124.910,-87.720,32.005
23.717,-125.195,-87.720,32.005
23.757,-124.461,-86.824,32.471
23.826,-121.711,-87.964,35.538
23.850,-122.098,-87.964,35.538
23.896,-122.255,-87.238,34.992
23.917,-124.675,-87.238,34.992
23.967,-118.672,-87.650,41.186
24.037,-123.563,-87.168,36.027
24.058,-125.355,-87.168,36.027
24.107,-116.689,-87.735,45.000
24.123,-116.269,-87.735,45.000
24.176,-109.075,-87.772,52.125
24.246,-109.016,-87.709,52.125
24.257,-108.381,-87.709,52.125
24.316,-118.891,-87.555,41.634
24.317,-118.158,-87.555,41.634
24.387,-114.782,-87.601,45.000
24.451,-116.184,-87.601,45.000
24.455,-132.236,-87.679,29.055
24.518,-133.148,-87.679,29.055
24.525,-124.365,-87.335,37.875
24.597,-122.989,-86.611,39.289
24.650,-124.374,-86.611,39.289
24.673,-128.410,-87.112,34.992
24.717,-131.409,-87.112,34.992
24.829,-133.946,-86.966,32.471
24.830,-127.846,-87.136,38.660
24.850,-133.038,-87.136,38.660
24.875,-129.926,-87.378,41.634
24.917,-133.651,-87.378,41.634
24.945,-133.533,-87.229,41.987
25.016,-136.684,-87.733,37.875
25.050,-133.710,-87.733,37.875
25.085,-123.914,-87.614,48.366
25.117,-119.053,-87.614,48.366
25.156,-122.183,-87.711,45.000
25.226,-125.690,-87.502,41.634
25.251,-120.423,-87.502,41.634
25.296,-129.521,-87.946,32.005
25.317,-126.018,-87.946,32.005
25.375,-127.226,-87.350,30.964
25.435,-124.496,-87.462,33.690
25.451,-124.423,-87.462,33.690
25.506,-120.236,-87.280,37.875
25.520,-121.095,-87.280,37.875
25.575,-110.496,-87.140,48.366
25.646,-105.888,-87.682,53.130
25.651,-106.383,-87.682,53.130
25.716,-124.356,-88.075,35.538
25.717,-126.856,-88.075,35.538
25.785,-125.326,-87.831,36.870
25.850,-126.372,-87.831,36.870
25.855,-121.216,-87.511,41.634
25.917,-120.204,-87.511,41.634
25.925,-127.074,-88.277,35.538
25.996,-128.608,-87.842,33.690
26.050,-125.813,-87.842,33.690
26.069,-110.708,-87.564,48.366
26.117,-109.827,-87.564,48.366
26.136,-117.193,-87.802,41.186
26.205,-116.528,-87.388,41.634
26.251,-116.172,-87.388,41.634
26.276,-121.687,-86.911,36.027
26.320,-122.176,-86.911,36.027
26.349,-127.218,-87.275,30.964
26.416,-123.203,-87.124,34.992
26.451,-124.600,-87.124,34.992
26.487,-122.431,-86.139,37.569
26.517,-126.453,-86.139,37.569
26.556,-121.554,-86.932,41.987
26.627,-133.491,-87.750,29.055
26.650,-139.273,-87.750,29.055
26.696,-134.871,-87.714,33.690
26.717,-137.474,-87.714,33.690
26.766,-126.315,-87.982,45.000
26.837,-140.089,-87.689,30.964
26.858,-139.417,-87.689,30.964
26.906,-140.944,-87.953,29.055
26.922,-137.359,-87.953,29.055
26.976,-131.374,-87.229,36.027
27.047,-142.270,-86.998,24.775
27.050,-137.653,-86.998,24.775
27.116,-142.732,-86.728,19.654
27.118,-139.556,-86.728,19.654
27.187,-121.404,-87.357,37.875
27.251,-120.812,-87.357,37.875
27.255,-120.811,-87.314,37.875
27.319,-119.816,-87.314,37.875
27.326,-122.651,-87.076,34.992
27.396,-122.662,-87.112,34.992
27.452,-123.343,-87.112,34.992
27.471,-109.874,-87.242,48.366
27.519,-111.225,-87.242,48.366
27.538,-122.089,-87.499,37.875
27.606,-117.601,-87.105,41.987
27.651,-119.414,-87.105,41.987
27.676,-123.064,-87.391,38.660
27.718,-122.196,-87.391,38.660
27.747,-127.640,-87.857,33.690
27.816,-124.506,-87.997,36.870
27.851,-122.863,-87.997,36.870
27.887,-117.715,-87.511,41.634
27.918,-116.779,-87.511,41.634
27.956,-120.605,-87.582,37.875
28.026,-129.842,-87.241,28.610
28.052,-129.158,-87.241,28.610
28.096,-128.777,-87.632,29.055
28.119,-129.198,-87.632,29.055
28.166,-120.444,-87.291,37.875
28.236,-113.266,-87.983,45.000
28.255,-114.882,-87.983,45.000
28.306,-127.712,-86.941,32.471
28.322,-132.541,-86.941,32.471
28.376,-123.412,-87.275,41.634
28.447,-127.559,-87.863,36.870
28.452,-131.208,-87.863,36.870
28.516,-136.060,-87.266,32.471
28.519,-139.892,-87.266,32.471
28.587,-127.098,-87.982,45.000
28.651,-124.925,-87.982,45.000
28.655,-135.958,-87.842,33.690
28.719,-131.498,-87.842,33.690
28.726,-114.765,-88.414,50.194
28.796,-132.306,-86.998,33.690
28.852,-128.647,-86.998,33.690
28.872,-131.959,-87.044,30.256
28.919,-128.167,-87.044,30.256
28.939,-123.426,-87.259,34.992
29.006,-119.855,-87.020,38.660
29.053,-118.674,-87.020,38.660
29.077,-121.295,-86.783,36.027
29.119,-119.706,-86.783,36.027
29.148,-127.284,-87.048,28.610
29.216,-103.698,-87.314,52.125
29.253,-104.391,-87.314,52.125
29.286,-111.457,-87.120,45.000
29.320,-112.081,-87.120,45.000
29.356,-112.199,-87.261,45.000
29.427,-105.840,-87.334,51.340
29.453,-107.252,-87.334,51.340
29.496,-110.451,-87.529,48.366
29.524,-110.306,-87.529,48.366
29.566,-113.914,-87.750,45.000
29.637,-117.174,-87.564,41.634
29.657,-115.207,-87.564,41.634
29.706,-111.833,-87.609,45.000
29.721,-111.325,-87.609,45.000
29.777,-114.632,-87.418,41.634
29.846,-114.585,-87.307,41.634
29.851,-113.801,-87.307,41.634
29.916,-117.574,-87.335,37.875
29.918,-119.147,-87.335,37.875
29.986,-130.406,-87.333,26.565
30.053,-131.896,-87.333,26.565
30.055,-126.265,-86.941,32.471
30.119,-130.533,-86.941,32.471
30.126,-140.417,-87.513,21.801
30.199,-134.048,-87.219,28.610
30.253,-138.265,-87.219,28.610
30.272,-112.198,-88.168,54.462
30.320,-113.405,-88.168,54.462
30.338,-115.095,-87.910,53.130
30.406,-130.102,-87.709,37.875
30.454,-129.251,-87.709,37.875
30.476,-130.832,-88.283,35.538
30.520,-127.099,-88.283,35.538
30.548,-130.752,-88.063,32.005
30.616,-127.757,-87.105,36.027
30.652,-123.349,-87.105,36.027
30.686,-117.659,-87.408,41.634
30.719,-114.275,-87.408,41.634
