time,Azimuth:,Pitch:,Roll:
12.905,-113.197,-88.346,54.462
12.925,-126.761,-87.818,41.186
12.972,-123.860,-87.818,41.186
12.995,-130.177,-87.312,34.992
13.066,-123.700,-87.175,41.634
13.104,-123.771,-87.175,41.634
13.136,-128.503,-87.584,36.870
13.171,-129.669,-87.584,36.870
13.205,-136.117,-86.558,30.256
13.275,-124.310,-86.723,41.987
13.304,-123.217,-86.723,41.987
13.346,-126.760,-87.056,38.660
13.371,-126.865,-87.056,38.660
13.415,-124.701,-87.641,41.186
13.508,-121.027,-87.923,45.000
13.509,-124.333,-87.923,45.000
13.555,-137.805,-88.143,32.005
13.575,-137.860,-88.143,32.005
13.624,-120.750,-87.694,48.366
13.695,-124.547,-88.104,45.000
13.704,-123.295,-88.104,45.000
13.765,-131.528,-88.052,36.870
13.771,-129.087,-88.052,36.870
13.835,-124.611,-87.810,41.186
13.905,-130.655,-87.291,34.992
13.905,-131.303,-87.291,34.992
13.971,-132.547,-87.291,34.992
13.974,-140.944,-87.408,26.565
14.046,-140.963,-86.814,26.565
14.105,-141.827,-86.814,26.565
14.115,-126.968,-87.067,41.634
14.172,-134.661,-87.067,41.634
14.191,-138.747,-87.614,36.870
14.255,-134.446,-87.307,41.634
14.305,-144.377,-87.307,41.634
14.325,-140.538,-87.844,45.000
14.372,-149.183,-87.844,45.000
14.395,-152.715,-87.794,41.186
14.466,-148.871,-88.065,45.000
14.506,-148.206,-88.065,45.000
14.535,-144.868,-87.957,48.814
14.573,-137.515,-87.957,48.814
14.606,-136.547,-88.222,49.399
14.675,-144.757,-87.879,41.186
14.706,-133.322,-87.879,41.186
14.745,-133.272,-87.484,41.634
14.772,-125.969,-87.484,41.634
14.815,-137.372,-88.210,29.745
14.886,-140.432,-88.419,26.565
14.911,-139.004,-88.419,26.565
14.955,-133.642,-87.730,32.005
14.974,-133.068,-87.730,32.005
15.026,-116.501,-87.054,48.366
15.095,-119.791,-86.599,45.000
15.107,-119.328,-86.599,45.000
15.166,-119.415,-86.788,45.000
15.171,-120.522,-86.788,45.000
15.236,-124.338,-87.348,41.634
15.305,-113.889,-87.651,52.125
15.306,-116.747,-87.651,52.125
15.373,-117.776,-87.651,52.125
15.376,-136.826,-87.879,33.690
15.445,-124.955,-87.538,45.000
15.506,-122.155,-87.538,45.000
15.524,-125.673,-87.663,41.634
15.573,-124.554,-87.663,41.634
15.591,-117.410,-87.894,48.814
15.656,-142.591,-87.934,23.962
15.705,-142.733,-87.934,23.962
15.725,-133.992,-87.084,32.471
15.773,-133.731,-87.084,32.471
15.795,-137.117,-87.613,29.055
15.866,-137.582,-87.011,28.610
15.906,-140.430,-87.011,28.610
15.935,-124.238,-87.255,45.000
15.973,-129.727,-87.255,45.000
16.005,-136.039,-86.983,38.660
16.075,-140.358,-87.599,33.690
16.106,-150.136,-87.599,33.690
16.145,-142.958,-87.408,41.634
16.172,-150.099,-87.408,41.634
16.215,-167.755,-87.797,21.801
16.285,-156.844,-87.871,33.690
16.309,-156.158,-87.871,33.690
16.355,-145.835,-87.811,45.000
16.374,-136.882,-87.811,45.000
16.425,-159.405,-88.335,20.556
16.495,-150.237,-87.632,30.964
16.506,-141.023,-87.632,30.964
16.564,-131.098,-87.720,41.186
16.571,-127.293,-87.720,41.186
16.638,-136.128,-87.050,32.471
16.705,-139.913,-87.024,28.610
16.706,-137.344,-87.024,28.610
16.774,-137.149,-87.024,28.610
16.775,-133.228,-86.824,32.471
16.846,-130.720,-87.001,34.992
16.906,-129.879,-87.001,34.992
16.925,-135.609,-88.060,29.745
16.973,-136.224,-88.060,29.745
16.988,-133.824,-87.890,32.005
17.055,-133.865,-87.961,32.005
17.106,-136.702,-87.961,32.005
17.125,-127.205,-87.841,41.186
17.173,-127.845,-87.841,41.186
17.195,-119.783,-88.198,49.399
17.267,-123.911,-87.804,45.000
17.306,-122.416,-87.804,45.000
17.335,-127.840,-87.251,39.289
17.373,-125.805,-87.251,39.289
17.406,-127.477,-87.717,37.875
17.475,-141.013,-87.419,24.444
17.508,-141.070,-87.419,24.444
17.545,-132.868,-87.050,32.471
17.574,-132.958,-87.050,32.471
17.616,-138.873,-87.892,26.565
17.685,-127.561,-87.280,37.875
17.707,-129.468,-87.280,37.875
17.755,-114.254,-87.634,53.130
17.773,-119.463,-87.634,53.130
17.826,-145.024,-87.951,26.565
17.895,-147.602,-87.847,23.962
17.906,-155.308,-87.847,23.962
17.965,-144.086,-88.182,35.538
17.972,-150.042,-88.182,35.538
18.036,-155.267,-88.368,29.745
18.106,-129.704,-88.600,56.310
18.106,-129.609,-88.600,56.310
18.174,-123.613,-88.600,56.310
18.174,-134.905,-88.364,45.000
18.246,-122.715,-88.156,57.995
18.307,-115.262,-88.156,57.995
18.315,-127.612,-88.558,45.000
18.374,-122.663,-88.558,45.000
18.390,-118.570,-88.000,49.399
18.455,-133.129,-87.182,34.992
18.507,-131.476,-87.182,34.992
18.525,-146.414,-87.161,19.983
18.574,-145.931,-87.161,19.983
18.595,-143.223,-86.820,22.620
18.666,-130.392,-87.921,35.538
18.707,-130.104,-87.921,35.538
18.735,-120.448,-87.695,45.000
18.773,-122.031,-87.695,45.000
18.805,-118.410,-87.388,48.366
18.875,-121.788,-87.321,45.000
18.908,-124.046,-87.321,45.000
18.945,-120.596,-87.879,48.814
18.974,-120.375,-87.879,48.814
19.016,-132.689,-88.045,36.870
19.085,-136.314,-88.595,33.690
19.106,-132.956,-88.595,33.690
19.155,-121.132,-88.052,45.000
19.173,-120.247,-88.052,45.000
19.225,-120.074,-87.694,45.000
19.296,-131.519,-87.680,33.690
19.308,-131.579,-87.680,33.690
19.365,-136.583,-87.131,28.610
19.372,-137.565,-87.131,28.610
19.436,-141.725,-87.130,24.444
19.505,-124.564,-87.104,41.634
19.507,-127.271,-87.104,41.634
19.574,-131.791,-87.104,41.634
19.575,-120.172,-87.643,53.130
19.645,-124.435,-87.585,48.814
19.707,-133.440,-87.585,48.814
19.724,-140.461,-87.083,41.987
19.774,-147.472,-87.083,41.987
19.788,-149.965,-87.031,39.289
19.855,-143.900,-87.727,45.000
19.908,-146.802,-87.727,45.000
19.926,-159.740,-87.713,30.964
19.975,-153.457,-87.713,30.964
19.995,-161.863,-87.895,21.801
20.066,-157.491,-87.792,26.565
20.107,-148.871,-87.792,26.565
20.135,-153.451,-87.757,21.801
20.174,-146.925,-87.757,21.801
20.205,-138.073,-87.422,30.964
20.286,-147.013,-87.483,21.801
20.307,-145.530,-87.483,21.801
20.345,-136.450,-87.183,30.964
20.375,-135.412,-87.183,30.964
20.416,-130.243,-86.687,36.027
20.485,-127.637,-86.946,38.660
20.508,-127.055,-86.946,38.660
20.555,-110.645,-87.216,55.008
20.575,-112.271,-87.216,55.008
20.625,-115.413,-87.536,52.125
20.696,-112.414,-87.421,55.008
20.709,-112.846,-87.421,55.008
20.765,-126.646,-87.606,41.634
20.773,-126.201,-87.606,41.634
20.836,-114.862,-88.045,53.130
20.905,-122.915,-87.796,45.000
20.907,-121.096,-87.796,45.000
20.975,-119.955,-87.796,45.000
20.976,-127.130,-87.733,37.875
21.045,-116.102,-87.786,48.814
21.108,-116.201,-87.786,48.814
21.126,-122.877,-87.027,41.987
21.175,-123.483,-87.027,41.987
21.191,-123.830,-87.209,41.634
21.255,-129.435,-86.743,36.027
21.308,-129.919,-86.743,36.027
21.325,-127.914,-87.280,37.875
21.375,-131.020,-87.280,37.875
21.395,-131.698,-87.672,36.870
21.465,-133.814,-87.270,34.992
21.509,-139.735,-87.270,34.992
21.535,-149.446,-87.447,24.444
21.576,-155.164,-87.447,24.444
21.605,-151.378,-87.410,28.610
21.676,-142.428,-87.741,37.875
21.807,-143.041,-87.741,37.875
21.807,-150.954,-87.988,29.055
21.808,-146.501,-87.988,29.055
21.822,-135.098,-87.894,41.186
21.885,-131.701,-87.719,45.000
21.908,-123.965,-87.719,45.000
21.955,-137.710,-87.536,30.964
21.975,-134.672,-87.536,30.964
22.025,-118.126,-86.992,48.013
22.096,-132.356,-86.589,33.690
22.109,-131.332,-86.589,33.690
22.168,-125.764,-86.524,39.289
22.174,-125.334,-86.524,39.289
22.235,-125.337,-86.539,39.289
22.306,-129.789,-87.148,34.992
22.308,-130.469,-87.148,34.992
22.375,-129.309,-86.911,36.027
22.376,-131.372,-86.911,36.027
22.445,-129.906,-87.564,37.875
22.509,-131.538,-87.564,37.875
22.526,-120.528,-87.794,48.814
22.576,-119.752,-87.794,48.814
22.589,-123.874,-88.045,45.000
22.656,-123.397,-87.521,45.000
22.709,-121.757,-87.521,45.000
22.725,-125.913,-87.886,41.186
22.776,-124.462,-87.886,41.186
22.796,-127.722,-87.693,37.875
22.866,-107.558,-87.984,57.995
22.909,-106.606,-87.984,57.995
22.935,-123.385,-87.613,41.186
22.976,-124.226,-87.613,41.186
23.005,-116.616,-87.536,48.814
23.075,-128.532,-87.634,36.870
23.109,-131.305,-87.634,36.870
23.145,-127.117,-87.464,41.186
23.175,-130.905,-87.464,41.186
23.215,-141.912,-86.755,30.256
23.285,-138.057,-87.599,33.690
23.309,-145.496,-87.599,33.690
23.355,-138.232,-87.762,41.186
23.376,-144.752,-87.762,41.186
23.425,-150.812,-87.477,34.992
23.496,-140.856,-88.018,45.000
23.510,-141.496,-88.018,45.000
23.565,-153.590,-88.156,32.005
23.576,-148.683,-88.156,32.005
23.636,-146.417,-87.539,34.992
23.705,-144.244,-87.955,36.870
23.708,-137.562,-87.955,36.870
23.775,-145.243,-87.775,29.055
23.776,-139.682,-87.775,29.055
23.845,-136.567,-87.038,32.471
23.910,-133.361,-87.038,32.471
23.925,-133.365,-86.903,32.471
23.977,-132.171,-86.903,32.471
23.989,-119.805,-87.941,45.000
24.055,-127.896,-87.594,36.870
24.109,-128.541,-87.594,36.870
24.125,-120.362,-87.705,45.000
24.176,-120.625,-87.705,45.000
24.195,-112.444,-87.789,53.130
24.266,-110.287,-87.458,55.008
24.310,-111.592,-87.458,55.008
24.335,-118.419,-87.537,48.366
24.377,-118.384,-87.537,48.366
24.405,-118.250,-87.901,48.814
24.476,-126.034,-87.915,41.186
24.511,-124.145,-87.915,41.186
24.545,-120.148,-87.727,45.000
24.577,-118.823,-87.727,45.000
24.615,-122.696,-87.778,41.186
24.639,-134.980,-87.800,29.055
24.658,-139.511,-87.379,24.444
24.675,-132.908,-87.442,30.964
24.695,-135.202,-87.187,28.610
24.710,-135.279,-87.187,28.610
24.715,-135.272,-87.142,28.610
24.735,-128.864,-87.216,34.992
24.755,-125.989,-87.346,37.875
24.775,-143.977,-87.254,19.983
24.777,-145.345,-87.254,19.983
24.795,-140.914,-87.165,24.444
24.815,-138.828,-86.827,26.565
24.839,-130.427,-87.088,34.992
24.857,-126.791,-86.946,38.660
24.875,-136.299,-87.533,29.055
24.895,-123.813,-87.140,41.634
24.910,-125.492,-87.140,41.634
24.915,-133.194,-87.419,33.690
24.955,-126.862,-88.174,39.806
24.975,-129.974,-87.653,36.870
24.977,-133.556,-87.653,36.870
24.994,-132.811,-87.346,37.875
25.015,-129.264,-87.231,41.634
25.035,-125.847,-87.419,45.000
25.055,-121.098,-87.945,49.399
25.075,-132.704,-87.489,37.875
25.095,-126.004,-87.229,45.000
25.109,-131.321,-87.229,45.000
25.117,-134.291,-87.427,41.634
25.136,-137.704,-87.573,37.875
25.155,-126.064,-88.073,49.399
25.175,-138.285,-87.932,36.870
25.175,-142.691,-87.932,36.870
25.196,-142.649,-87.969,36.870
25.289,-134.839,-88.038,45.000
25.315,-135.712,-88.038,45.000
25.354,-142.815,-87.748,37.875
25.376,-139.222,-87.748,37.875
25.425,-143.144,-87.819,33.690
25.495,-145.921,-87.606,30.964
25.510,-139.110,-87.606,30.964
25.565,-128.955,-87.358,41.634
25.576,-123.489,-87.358,41.634
25.635,-111.965,-87.709,53.130
25.705,-132.845,-87.758,32.005
25.709,-131.533,-87.758,32.005
25.775,-129.866,-87.398,33.690
25.777,-129.827,-87.398,33.690
25.846,-125.581,-87.257,37.875
25.910,-126.296,-87.257,37.875
25.922,-135.635,-87.048,28.610
25.978,-136.464,-87.048,28.610
25.988,-120.195,-87.794,45.000
26.055,-120.017,-87.546,45.000
26.111,-121.752,-87.546,45.000
26.125,-118.302,-87.529,48.366
26.177,-118.256,-87.529,48.366
26.197,-131.982,-87.565,34.992
26.265,-130.738,-87.333,36.027
26.316,-129.638,-87.333,36.027
26.336,-121.146,-88.283,45.000
26.378,-119.774,-88.283,45.000
26.405,-111.415,-87.932,53.130
26.476,-127.782,-87.839,36.870
26.512,-127.454,-87.839,36.870
26.546,-123.718,-87.905,40.601
26.580,-124.734,-87.905,40.601
26.615,-124.738,-87.827,40.601
26.686,-125.518,-88.151,39.806
26.711,-127.777,-88.151,39.806
26.755,-126.626,-87.495,41.186
26.778,-132.036,-87.495,41.186
26.826,-148.642,-87.735,23.962
26.896,-143.689,-87.750,29.055
26.915,-148.798,-87.750,29.055
26.965,-133.067,-88.200,45.000
26.978,-135.849,-88.200,45.000
27.035,-140.624,-88.419,39.806
27.106,-120.790,-88.408,60.255
27.110,-120.389,-88.408,60.255
27.175,-139.719,-88.166,40.601
27.177,-136.605,-88.166,40.601
27.246,-136.652,-88.114,40.601
27.312,-130.686,-88.114,40.601
27.322,-121.061,-88.379,50.194
27.379,-116.924,-88.379,50.194
27.384,-122.277,-87.811,45.000
27.455,-138.107,-87.623,29.055
27.513,-134.870,-87.623,29.055
27.525,-132.972,-87.195,30.964
27.580,-130.482,-87.195,30.964
27.595,-133.016,-86.465,28.301
27.665,-128.901,-86.903,32.471
27.713,-128.248,-86.903,32.471
27.739,-115.930,-87.714,45.000
27.779,-116.609,-87.714,45.000
27.805,-119.198,-87.049,41.987
27.875,-105.155,-87.680,56.310
27.913,-105.471,-87.680,56.310
27.947,-127.004,-87.504,34.992
27.981,-126.965,-87.504,34.992
28.016,-113.221,-87.908,48.814
28.086,-117.193,-88.031,45.000
28.115,-115.594,-88.031,45.000
28.155,-115.570,-87.997,45.000
28.184,-114.110,-87.997,45.000
28.225,-117.267,-87.484,41.634
28.296,-117.219,-87.378,41.634
28.312,-117.564,-87.378,41.634
28.365,-121.350,-87.430,37.875
28.379,-122.862,-87.430,37.875
28.435,-104.467,-87.472,56.310
28.505,-111.946,-87.495,48.814
28.521,-113.878,-87.495,48.814
28.575,-117.987,-86.696,45.000
28.587,-123.629,-86.696,45.000
28.645,-123.275,-87.120,45.000
28.713,-130.324,-87.120,45.000
28.714,-133.189,-87.418,41.634
28.779,-136.365,-87.418,41.634
28.784,-136.548,-88.066,40.601
28.855,-132.040,-88.289,45.000
28.914,-131.967,-88.289,45.000
28.925,-131.936,-88.312,45.000
28.980,-127.345,-88.312,45.000
28.995,-138.771,-87.842,33.690
29.066,-127.756,-87.960,45.000
29.113,-121.664,-87.960,45.000
29.225,-136.393,-88.296,29.745
29.226,-132.448,-88.296,29.745
29.226,-140.487,-87.619,21.801
29.274,-137.982,-87.211,24.444
29.312,-136.334,-87.211,24.444
29.346,-123.920,-87.604,36.870
29.379,-122.549,-87.604,36.870
29.414,-114.375,-87.608,45.000
29.485,-123.176,-86.796,36.027
29.513,-122.482,-86.796,36.027
29.555,-117.032,-87.242,41.634
29.580,-117.356,-87.242,41.634
29.625,-121.411,-87.546,37.875
29.695,-114.476,-87.938,45.000
29.716,-115.596,-87.938,45.000
29.764,-107.409,-87.983,53.130
29.783,-107.730,-87.983,53.130
29.835,-122.999,-87.741,37.875
29.905,-115.736,-87.727,45.000
29.921,-114.295,-87.727,45.000
29.975,-114.472,-87.975,45.000
29.982,-113.475,-87.975,45.000
30.045,-113.310,-87.627,45.000
30.112,-114.516,-87.627,45.000
30.115,-124.497,-87.291,34.992
30.179,-125.218,-87.291,34.992
30.184,-129.235,-87.297,30.964
30.256,-115.255,-86.989,45.000
30.313,-117.173,-86.989,45.000
30.324,-120.214,-86.818,41.987
30.380,-124.745,-86.818,41.987
30.394,-124.988,-87.526,41.186
30.465,-113.061,-87.789,53.130
30.513,-119.899,-87.789,53.130
30.541,-127.684,-87.884,45.000
30.579,-130.099,-87.884,45.000
30.605,-120.519,-88.208,54.462
30.675,-130.269,-87.743,45.000
30.713,-130.681,-87.743,45.000
