time,gFx,gFy,gFz,TgF
0.0060,-0.5083,0.9006,-0.0327,1.035
0.0090,-0.5003,0.9046,-0.0167,1.034
0.0150,-0.5003,0.9086,-0.0127,1.037
0.0350,-0.4963,0.9046,-0.0287,1.032
0.0380,-0.4923,0.9006,-0.0207,1.027
0.0620,-0.4923,0.9046,-0.0167,1.030
0.0630,-0.4963,0.9086,-0.0127,1.035
0.0780,-0.5003,0.9166,-0.0087,1.044
0.0920,-0.5043,0.9126,-0.0127,1.043
0.0940,-0.5123,0.9086,-0.0127,1.043
0.1080,-0.5123,0.9006,-0.0287,1.037
0.1240,-0.5284,0.9046,-0.0327,1.048
0.1250,-0.5444,0.9086,-0.0247,1.059
0.1550,-0.5204,0.9086,-0.0287,1.047
0.1580,-0.5043,0.9086,-0.0127,1.039
0.1590,-0.4923,0.8966,-0.0167,1.023
0.1750,-0.4843,0.8966,-0.0087,1.019
0.1760,-0.4963,0.9086,-0.0127,1.035
0.1850,-0.5043,0.9126,-0.0167,1.043
0.1930,-0.5043,0.9086,-0.0167,1.039
0.2020,-0.5083,0.8966,-0.0167,1.031
0.2120,-0.5043,0.9126,-0.0247,1.043
0.2380,-0.5083,0.9126,-0.0207,1.045
0.2390,-0.5123,0.9126,-0.0167,1.047
0.2420,-0.5123,0.9126,-0.0087,1.047
0.2520,-0.5164,0.9126,0.0033,1.049
0.2660,-0.5204,0.9086,-0.0087,1.047
0.2810,-0.5164,0.9086,0.0033,1.045
0.2830,-0.5164,0.9046,-0.0047,1.042
0.2940,-0.5043,0.9086,-0.0047,1.039
0.3010,-0.5003,0.9206,-0.0087,1.048
0.3120,-0.5083,0.9126,-0.0007,1.045
0.3660,-0.5123,0.9126,-0.0047,1.047
0.3690,-0.5164,0.9246,-0.0047,1.059
0.3780,-0.5364,0.9206,-0.0127,1.066
0.3800,-0.5484,0.9286,-0.0087,1.078
0.3810,-0.5324,0.9046,-0.0207,1.050
0.3820,-0.5204,0.9046,-0.0087,1.044
0.3880,-0.5003,0.9046,-0.0047,1.034
0.4060,-0.4883,0.9086,-0.0127,1.032
0.4070,-0.4843,0.9046,-0.0127,1.026
0.4140,-0.4803,0.9006,-0.0047,1.021
0.4340,-0.4923,0.9046,-0.0087,1.030
0.4350,-0.5083,0.9006,-0.0167,1.034
0.4500,-0.5043,0.9046,-0.0167,1.036
0.4520,-0.5043,0.9126,-0.0207,1.043
0.4620,-0.4963,0.9166,-0.0247,1.043
0.4740,-0.4963,0.9246,-0.0167,1.050
0.4820,-0.5123,0.9166,-0.0167,1.050
0.4920,-0.5043,0.9166,-0.0087,1.046
0.5010,-0.5123,0.9086,-0.0207,1.043
0.5120,-0.5164,0.9126,-0.0207,1.049
0.5430,-0.5204,0.8966,-0.0247,1.037
0.5440,-0.5164,0.8886,-0.0207,1.028
0.5460,-0.5204,0.8926,-0.0207,1.033
0.5560,-0.5043,0.9086,-0.0167,1.039
0.5620,-0.4923,0.9166,-0.0247,1.041
0.5750,-0.4923,0.9086,-0.0247,1.034
0.5820,-0.5043,0.9086,-0.0207,1.039
0.5920,-0.5164,0.9166,-0.0167,1.052
0.6020,-0.5204,0.9166,-0.0167,1.054
0.6120,-0.5324,0.9246,-0.0127,1.067
0.6350,-0.5324,0.9166,-0.0207,1.060
0.6370,-0.5164,0.9166,-0.0247,1.052
0.6420,-0.4963,0.9126,-0.0247,1.039
0.6520,-0.4843,0.9126,-0.0247,1.033
0.6620,-0.4923,0.9086,-0.0207,1.034
0.6720,-0.5003,0.9166,-0.0167,1.044
0.6820,-0.5083,0.9086,-0.0207,1.041
0.6920,-0.5123,0.9166,-0.0127,1.050
0.7010,-0.5164,0.9046,-0.0247,1.042
0.7120,-0.5083,0.9086,-0.0247,1.041
0.7420,-0.5043,0.9166,-0.0247,1.047
0.7440,-0.5003,0.9206,-0.0207,1.048
0.7450,-0.5043,0.9046,-0.0207,1.036
0.7530,-0.5043,0.9126,-0.0207,1.043
0.7620,-0.5123,0.9086,-0.0247,1.043
