time,gFx,gFy,gFz,TgF
0.0030,-0.5244,0.9046,-0.0207,1.046
0.0040,-0.5324,0.8966,-0.0207,1.043
0.0200,-0.5284,0.8926,-0.0287,1.038
0.0210,-0.5164,0.9046,-0.0247,1.042
0.0400,-0.5244,0.9086,-0.0087,1.049
0.0410,-0.5404,0.8966,-0.0127,1.047
0.0590,-0.5284,0.8846,-0.0287,1.031
0.0630,-0.5284,0.8846,-0.0167,1.031
0.0710,-0.5204,0.9086,-0.0247,1.047
0.0830,-0.5284,0.9006,-0.0127,1.044
0.0890,-0.5364,0.9046,-0.0167,1.052
0.0990,-0.5444,0.9086,-0.0167,1.059
0.1220,-0.5444,0.9046,-0.0247,1.056
0.1230,-0.5444,0.9006,-0.0287,1.053
0.1320,-0.5364,0.9006,-0.0287,1.049
0.1390,-0.5164,0.8966,-0.0287,1.035
0.1500,-0.5003,0.9046,-0.0207,1.034
0.1630,-0.5043,0.9166,-0.0327,1.047
0.1690,-0.5204,0.9046,-0.0247,1.044
0.1800,-0.5164,0.9046,-0.0327,1.042
0.1890,-0.5364,0.9086,-0.0327,1.056
0.1990,-0.5404,0.9086,-0.0327,1.058
0.2260,-0.5364,0.9126,-0.0287,1.059
0.2290,-0.5244,0.9086,-0.0247,1.049
0.2300,-0.5204,0.9126,-0.0127,1.051
0.2400,-0.5164,0.9006,-0.0127,1.038
0.2570,-0.5244,0.8966,-0.0127,1.039
0.2650,-0.5364,0.9006,-0.0207,1.048
0.2720,-0.5404,0.9006,-0.0247,1.051
0.2840,-0.5364,0.8966,-0.0287,1.045
0.2890,-0.5364,0.9046,-0.0167,1.052
0.3000,-0.5164,0.8966,-0.0207,1.035
0.3220,-0.5164,0.8886,-0.0247,1.028
0.3230,-0.5123,0.9046,-0.0327,1.040
0.3300,-0.5164,0.9126,-0.0247,1.049
0.3400,-0.5324,0.9086,-0.0207,1.053
0.3500,-0.5444,0.9006,-0.0287,1.053
0.3620,-0.5444,0.9006,-0.0367,1.053
0.3690,-0.5484,0.9006,-0.0287,1.055
0.3800,-0.5484,0.9046,-0.0327,1.058
0.3890,-0.5444,0.8926,-0.0207,1.046
0.4030,-0.5324,0.8966,-0.0287,1.043
0.4110,-0.5123,0.8886,-0.0247,1.026
0.4200,-0.5123,0.9046,-0.0167,1.040
0.4300,-0.5083,0.9006,-0.0127,1.034
0.4390,-0.5284,0.9006,-0.0207,1.044
0.4500,-0.5324,0.9086,-0.0247,1.053
0.4640,-0.5284,0.9166,-0.0287,1.058
0.4690,-0.5364,0.9126,-0.0327,1.059
0.4800,-0.5364,0.9006,-0.0287,1.049
0.4890,-0.5244,0.8966,-0.0207,1.039
0.5140,-0.5083,0.9006,-0.0287,1.035
0.5150,-0.5123,0.9046,-0.0287,1.040
0.5200,-0.5083,0.9046,-0.0167,1.038
0.5340,-0.5043,0.9086,-0.0087,1.039
0.5400,-0.5244,0.9086,-0.0047,1.049
0.5500,-0.5364,0.9006,-0.0087,1.048
0.5650,-0.5404,0.9046,-0.0127,1.054
0.5690,-0.5404,0.8966,-0.0247,1.047
0.5800,-0.5444,0.8926,-0.0167,1.046
0.5890,-0.5244,0.9006,-0.0207,1.042
0.6000,-0.5284,0.8966,-0.0167,1.041
0.6120,-0.5204,0.9006,-0.0287,1.041
0.6190,-0.5204,0.9046,-0.0247,1.044
0.6300,-0.5364,0.8966,-0.0327,1.045
0.6390,-0.5324,0.8886,-0.0367,1.037
0.6500,-0.5083,0.8886,-0.0207,1.024
0.6630,-0.5003,0.8766,-0.0007,1.009
0.6690,-0.5123,0.8806,-0.0207,1.019
0.6790,-0.5244,0.9006,-0.0127,1.042
0.6890,-0.5284,0.9006,0.0033,1.044
0.7020,-0.5284,0.9086,-0.0007,1.051
0.7120,-0.5284,0.9086,-0.0087,1.051
0.7190,-0.5364,0.9126,-0.0207,1.059
0.7300,-0.5404,0.9046,-0.0367,1.054
0.7390,-0.5324,0.8966,-0.0287,1.043
0.7500,-0.5404,0.8846,-0.0287,1.037
0.7620,-0.5564,0.8806,-0.0247,1.042
0.7690,-0.5404,0.8846,-0.0167,1.037
0.7800,-0.5404,0.8846,-0.0207,1.037
0.7890,-0.5244,0.8806,-0.0287,1.025
0.8020,-0.5083,0.8926,-0.0327,1.028
0.8110,-0.4963,0.8886,-0.0247,1.018
0.8200,-0.5083,0.9006,-0.0287,1.035
0.8300,-0.5083,0.9126,-0.0407,1.045
0.8390,-0.5164,0.9126,0.0353,1.049
0.8500,-0.5204,0.9126,-0.0207,1.051
0.8620,-0.5444,0.9166,0.0113,1.066
0.8690,-0.5524,0.9166,0.0073,1.070
0.8790,-0.5404,0.9006,0.0113,1.050
0.8890,-0.5244,0.8886,-0.0207,1.032
0.9010,-0.5324,0.8926,-0.0327,1.040
0.9110,-0.5484,0.8926,-0.0087,1.048
0.9200,-0.5404,0.8966,-0.0047,1.047
